review,clean_review,tokens
"
                
            
                
            
        
    
    








  
  
    very nice and big exfoliating toner pads soft and comfortable to use due to their size skin feels very soft and smooth after using them very big in size",nice big exfoliating toner pads soft comfortable use due size skin feels soft smooth using big size,"['nice', 'big', 'exfoliating', 'toner', 'pads', 'soft', 'comfortable', 'use', 'due', 'size', 'skin', 'feels', 'soft', 'smooth', 'using', 'big', 'size']"
"
                
            
                
            
            
        
    
    








  
  
    the toner pads are generously sized and incredibly moisturizing with no noticeable scent theyre perfect for quick skincare routinesjust use and toss when youre in a hurry you can also leave them on stubborn areas like a sheet mask for extra hydration overall i really like them generously sized and incredibly moisturizing",toner pads generously sized incredibly moisturizing no noticeable scent theyre perfect quick skincare routinesjust use toss youre hurry also leave stubborn areas like sheet mask extra hydration overall really like generously sized incredibly moisturizing,"['toner', 'pads', 'generously', 'sized', 'incredibly', 'moisturizing', 'no', 'noticeable', 'scent', 'theyre', 'perfect', 'quick', 'skincare', 'routinesjust', 'use', 'toss', 'youre', 'hurry', 'also', 'leave', 'stubborn', 'areas', 'like', 'sheet', 'mask', 'extra', 'hydration', 'overall', 'really', 'like', 'generously', 'sized', 'incredibly', 'moisturizing']"
i love this and so do my shrinking pores ,love shrinking pores,"['love', 'shrinking', 'pores']"
these toner pads are responsible for how smooth my skin is this helps calm down irritation like breakouts ,toner pads responsible smooth skin helps calm irritation like breakouts,"['toner', 'pads', 'responsible', 'smooth', 'skin', 'helps', 'calm', 'irritation', 'like', 'breakouts']"
it has a great smell and feels so good on your skin it smells great and huge pad,great smell feels good skin smells great huge pad,"['great', 'smell', 'feels', 'good', 'skin', 'smells', 'great', 'huge', 'pad']"
"
                
            
                
            
            
        
    
    








  
  
    very pleasant pads cleans my skin well does not traumatize it cleans poreseven after two washes with different products there is still a gray tint on the padsthe skin is smooth and soft like a childs ",pleasant pads cleans skin well not traumatize cleans poreseven two washes different products still gray tint padsthe skin smooth soft like childs,"['pleasant', 'pads', 'cleans', 'skin', 'well', 'not', 'traumatize', 'cleans', 'poreseven', 'two', 'washes', 'different', 'products', 'still', 'gray', 'tint', 'padsthe', 'skin', 'smooth', 'soft', 'like', 'childs']"
"
                
            
                
            
            
        
    
    








  
  
    i have finally found the perfect toner that works for my skin type this is a must to try hands down for all skin types",finally found perfect toner works skin type must try hands skin types,"['finally', 'found', 'perfect', 'toner', 'works', 'skin', 'type', 'must', 'try', 'hands', 'skin', 'types']"
these toner pads are everything i have combinationoily skin and large pores i have been using these for about 2 weeks and already feel and visibly see a major difference in my skin changed nothing else about my skin care except added these i use kiehls ultra facial wash and ultra facial cream these toner pads are used in between those 2 steps my skin is super baby soft and my pores are smaller my skin has less breakouts and stays moisturized longer the pads stay moist and are large the one side gently exfoliates and the other is calmingsoothingcooling i recommend these for anyone that is very sensitive to peeling products or has a reaction to retinol i cant use either of those things these are a miracle highly recommended and worth every penny i will always have a backup waiting in my stash just try them and see makes skin super soft,toner pads everything combinationoily skin large pores using 2 weeks already feel visibly see major difference skin changed nothing else skin care except added use kiehls ultra facial wash ultra facial cream toner pads used 2 steps skin super baby soft pores smaller skin less breakouts stays moisturized longer pads stay moist large one side gently exfoliates calmingsoothingcooling recommend anyone sensitive peeling products reaction retinol cant use either things miracle highly recommended worth every penny always backup waiting stash try see makes skin super soft,"['toner', 'pads', 'everything', 'combinationoily', 'skin', 'large', 'pores', 'using', '2', 'weeks', 'already', 'feel', 'visibly', 'see', 'major', 'difference', 'skin', 'changed', 'nothing', 'else', 'skin', 'care', 'except', 'added', 'use', 'kiehls', 'ultra', 'facial', 'wash', 'ultra', 'facial', 'cream', 'toner', 'pads', 'used', '2', 'steps', 'skin', 'super', 'baby', 'soft', 'pores', 'smaller', 'skin', 'less', 'breakouts', 'stays', 'moisturized', 'longer', 'pads', 'stay', 'moist', 'large', 'one', 'side', 'gently', 'exfoliates', 'calmingsoothingcooling', 'recommend', 'anyone', 'sensitive', 'peeling', 'products', 'reaction', 'retinol', 'cant', 'use', 'either', 'things', 'miracle', 'highly', 'recommended', 'worth', 'every', 'penny', 'always', 'backup', 'waiting', 'stash', 'try', 'see', 'makes', 'skin', 'super', 'soft']"
"
                
            
                
            
            
        
    
    








  
  
    i love it ",love,['love']
ive been using these toner pads right after my double cleanse and they have truly transformed my skincare routine and skin theyve done an excellent job at cleaning my pores and ive noticed a significant reduction in their size im already on my third container and i cant imagine my routine without them love this product and will continue to repurchase made my face feel super clean,ive using toner pads right double cleanse truly transformed skincare routine skin theyve done excellent job cleaning pores ive noticed significant reduction size im already third container cant imagine routine without love product continue repurchase made face feel super clean,"['ive', 'using', 'toner', 'pads', 'right', 'double', 'cleanse', 'truly', 'transformed', 'skincare', 'routine', 'skin', 'theyve', 'done', 'excellent', 'job', 'cleaning', 'pores', 'ive', 'noticed', 'significant', 'reduction', 'size', 'im', 'already', 'third', 'container', 'cant', 'imagine', 'routine', 'without', 'love', 'product', 'continue', 'repurchase', 'made', 'face', 'feel', 'super', 'clean']"
these toner pads were very gentle on my skin and hydrated the dry areas of my face it also cleaned the sebum that remained after cleansing highly recommend ,toner pads gentle skin hydrated dry areas face also cleaned sebum remained cleansing highly recommend,"['toner', 'pads', 'gentle', 'skin', 'hydrated', 'dry', 'areas', 'face', 'also', 'cleaned', 'sebum', 'remained', 'cleansing', 'highly', 'recommend']"
i love most about this product that it comes with plenty of toner liquid in the container and its very easy you would grab the pad tone your face and throw awaygentle on the skin i have a very reactive skin but toner pad did not cause my skin to react or irritated ,love product comes plenty toner liquid container easy would grab pad tone face throw awaygentle skin reactive skin toner pad not cause skin react irritated,"['love', 'product', 'comes', 'plenty', 'toner', 'liquid', 'container', 'easy', 'would', 'grab', 'pad', 'tone', 'face', 'throw', 'awaygentle', 'skin', 'reactive', 'skin', 'toner', 'pad', 'not', 'cause', 'skin', 'react', 'irritated']"
these are the biggest toner pads ive ever seen and the container is full of product the pads are soaked these feel incredible on the skin very hydrating love them ,biggest toner pads ive ever seen container full product pads soaked feel incredible skin hydrating love,"['biggest', 'toner', 'pads', 'ive', 'ever', 'seen', 'container', 'full', 'product', 'pads', 'soaked', 'feel', 'incredible', 'skin', 'hydrating', 'love']"
i love how big the pads are after using them my skin feels smooth and refreshed i use them on my neck too they are soaked in product i absolutely love it and will be ordering again large  drenched in product,love big pads using skin feels smooth refreshed use neck soaked product absolutely love ordering large drenched product,"['love', 'big', 'pads', 'using', 'skin', 'feels', 'smooth', 'refreshed', 'use', 'neck', 'soaked', 'product', 'absolutely', 'love', 'ordering', 'large', 'drenched', 'product']"
this was a great addition to my beauty routine this extra large pad was full of toner and when applying on my face to wipe away any residue left after cleansing my face felt so good my skin feels cleaner and it smells better than i expected ,great addition beauty routine extra large pad full toner applying face wipe away residue left cleansing face felt good skin feels cleaner smells better expected,"['great', 'addition', 'beauty', 'routine', 'extra', 'large', 'pad', 'full', 'toner', 'applying', 'face', 'wipe', 'away', 'residue', 'left', 'cleansing', 'face', 'felt', 'good', 'skin', 'feels', 'cleaner', 'smells', 'better', 'expected']"
big pads well saturated skin looks soft and healthy since ive been using it daily highly recommended ,big pads well saturated skin looks soft healthy since ive using daily highly recommended,"['big', 'pads', 'well', 'saturated', 'skin', 'looks', 'soft', 'healthy', 'since', 'ive', 'using', 'daily', 'highly', 'recommended']"
i like it  it leaves my face smooth and bright its a good product,like leaves face smooth bright good product,"['like', 'leaves', 'face', 'smooth', 'bright', 'good', 'product']"
it works really well keeps skin feeling cool and refresh very easy to apply,works really well keeps skin feeling cool refresh easy apply,"['works', 'really', 'well', 'keeps', 'skin', 'feeling', 'cool', 'refresh', 'easy', 'apply']"
great toner gives me that refreshed feeling i need cools my skin off and leaves my skin glowing i will purchase a bigger size once i finish with this one always wanted to try thayers glad i did my daughter used it too i purchased one for her as well and she loves it we both do ,great toner gives refreshed feeling need cools skin leaves skin glowing purchase bigger size finish one always wanted try thayers glad daughter used purchased one well loves,"['great', 'toner', 'gives', 'refreshed', 'feeling', 'need', 'cools', 'skin', 'leaves', 'skin', 'glowing', 'purchase', 'bigger', 'size', 'finish', 'one', 'always', 'wanted', 'try', 'thayers', 'glad', 'daughter', 'used', 'purchased', 'one', 'well', 'loves']"
i love thayers witch hazel but i dislike the smell of roses so ive avoided the brand for a few years this cucumber toner is amazing it smells fresh not perfumed and makes my skin happy thank the heavens that this product comes in scents other than rose ,love thayers witch hazel dislike smell roses ive avoided brand years cucumber toner amazing smells fresh not perfumed makes skin happy thank heavens product comes scents rose,"['love', 'thayers', 'witch', 'hazel', 'dislike', 'smell', 'roses', 'ive', 'avoided', 'brand', 'years', 'cucumber', 'toner', 'amazing', 'smells', 'fresh', 'not', 'perfumed', 'makes', 'skin', 'happy', 'thank', 'heavens', 'product', 'comes', 'scents', 'rose']"
love this trial size mini version ive only ever had the cucumber of this brand and i wanted to try something new as the rose was higher rated than the cucumber i tried it and absolutely loved it it has a beautiful smell evens my skin tone and it makes applying my make up seamless will definitely be buying a larger version only thing its not the most hydrating as the cucumber but it does even my skin tone more than the cucumber i feel so i just use a moisturizer after evens my skin tone,love trial size mini version ive ever cucumber brand wanted try something new rose higher rated cucumber tried absolutely loved beautiful smell evens skin tone makes applying make seamless definitely buying larger version thing not hydrating cucumber even skin tone cucumber feel use moisturizer evens skin tone,"['love', 'trial', 'size', 'mini', 'version', 'ive', 'ever', 'cucumber', 'brand', 'wanted', 'try', 'something', 'new', 'rose', 'higher', 'rated', 'cucumber', 'tried', 'absolutely', 'loved', 'beautiful', 'smell', 'evens', 'skin', 'tone', 'makes', 'applying', 'make', 'seamless', 'definitely', 'buying', 'larger', 'version', 'thing', 'not', 'hydrating', 'cucumber', 'even', 'skin', 'tone', 'cucumber', 'feel', 'use', 'moisturizer', 'evens', 'skin', 'tone']"
great to find my favorite in a travel sizedi absolutely swear by witch hazel this is my favorite brand and i like to travel with it discovered this on amazon and purchase for my trip i absolutely love this brand great to find my favorite in a travel sized,great find favorite travel sizedi absolutely swear witch hazel favorite brand like travel discovered amazon purchase trip absolutely love brand great find favorite travel sized,"['great', 'find', 'favorite', 'travel', 'sizedi', 'absolutely', 'swear', 'witch', 'hazel', 'favorite', 'brand', 'like', 'travel', 'discovered', 'amazon', 'purchase', 'trip', 'absolutely', 'love', 'brand', 'great', 'find', 'favorite', 'travel', 'sized']"
i use this product daily and love it  after taking off make up i clean my face with this  feels great  i didnt realize i bought a small bottle so will get the larger size next time  the size i bought is perfect for traveling have used this product for decades,use product daily love taking make clean face feels great didnt realize bought small bottle get larger size next time size bought perfect traveling used product decades,"['use', 'product', 'daily', 'love', 'taking', 'make', 'clean', 'face', 'feels', 'great', 'didnt', 'realize', 'bought', 'small', 'bottle', 'get', 'larger', 'size', 'next', 'time', 'size', 'bought', 'perfect', 'traveling', 'used', 'product', 'decades']"
the toner is an unscented korean toner designed for sensitive skin with soothing properties this facial toner provides gentle care making it a perfect addition to your skincare routine enjoy the benefits of kbeauty in this 200ml bottle suitable for daily use ,toner unscented korean toner designed sensitive skin soothing properties facial toner provides gentle care making perfect addition skincare routine enjoy benefits kbeauty 200ml bottle suitable daily use,"['toner', 'unscented', 'korean', 'toner', 'designed', 'sensitive', 'skin', 'soothing', 'properties', 'facial', 'toner', 'provides', 'gentle', 'care', 'making', 'perfect', 'addition', 'skincare', 'routine', 'enjoy', 'benefits', 'kbeauty', '200ml', 'bottle', 'suitable', 'daily', 'use']"
this purito seoul wonder releaf centella toner is very gentle and soothing it has a consistency that is slightly thicker than a liquid but not quite a gel it was not irritating and did not leave my skin feeling tacky like some toners do i like this lineup for the warmer weather when im looking for skin care that is light weight and calming  the centella helps to relieve irritation from the heat purito seoul centella toner,purito seoul wonder releaf centella toner gentle soothing consistency slightly thicker liquid not quite gel not irritating not leave skin feeling tacky like toners like lineup warmer weather im looking skin care light weight calming centella helps relieve irritation heat purito seoul centella toner,"['purito', 'seoul', 'wonder', 'releaf', 'centella', 'toner', 'gentle', 'soothing', 'consistency', 'slightly', 'thicker', 'liquid', 'not', 'quite', 'gel', 'not', 'irritating', 'not', 'leave', 'skin', 'feeling', 'tacky', 'like', 'toners', 'like', 'lineup', 'warmer', 'weather', 'im', 'looking', 'skin', 'care', 'light', 'weight', 'calming', 'centella', 'helps', 'relieve', 'irritation', 'heat', 'purito', 'seoul', 'centella', 'toner']"
i love cica and centella products this is a really lovely toner im currently a tretinoin user which can make my skin peel like a snake but also be sensitive and irritable at times this has helped soothe that irritation nicely without causing my skin to get more angrythis is one of those products you use and think oh thats how they get glass skini think this product would be lovely after spending time in the sun too centella is like asias aloe if you spend a lot of time in the sun or just live in a brutal environment this could be a nice additioni think the price is great for this bottle especially given the quality ,love cica centella products really lovely toner im currently tretinoin user make skin peel like snake also sensitive irritable times helped soothe irritation nicely without causing skin get angrythis one products use think oh thats get glass skini think product would lovely spending time sun centella like asias aloe spend lot time sun live brutal environment could nice additioni think price great bottle especially given quality,"['love', 'cica', 'centella', 'products', 'really', 'lovely', 'toner', 'im', 'currently', 'tretinoin', 'user', 'make', 'skin', 'peel', 'like', 'snake', 'also', 'sensitive', 'irritable', 'times', 'helped', 'soothe', 'irritation', 'nicely', 'without', 'causing', 'skin', 'get', 'angrythis', 'one', 'products', 'use', 'think', 'oh', 'thats', 'get', 'glass', 'skini', 'think', 'product', 'would', 'lovely', 'spending', 'time', 'sun', 'centella', 'like', 'asias', 'aloe', 'spend', 'lot', 'time', 'sun', 'live', 'brutal', 'environment', 'could', 'nice', 'additioni', 'think', 'price', 'great', 'bottle', 'especially', 'given', 'quality']"
amazing toner for my combination sensitive skin no harsh scents no alcohol and soothes my skin leaves my skin moist and ready for serums and moisturizers ,amazing toner combination sensitive skin no harsh scents no alcohol soothes skin leaves skin moist ready serums moisturizers,"['amazing', 'toner', 'combination', 'sensitive', 'skin', 'no', 'harsh', 'scents', 'no', 'alcohol', 'soothes', 'skin', 'leaves', 'skin', 'moist', 'ready', 'serums', 'moisturizers']"
i use toner in the mornings instead of washing my face to avoid drying my skin out this toner is really nice and is truly unscented i like the gel texture of it and it leaves my face feeling clean after wiping away all of the previous nights skincare and oils ,use toner mornings instead washing face avoid drying skin toner really nice truly unscented like gel texture leaves face feeling clean wiping away previous nights skincare oils,"['use', 'toner', 'mornings', 'instead', 'washing', 'face', 'avoid', 'drying', 'skin', 'toner', 'really', 'nice', 'truly', 'unscented', 'like', 'gel', 'texture', 'leaves', 'face', 'feeling', 'clean', 'wiping', 'away', 'previous', 'nights', 'skincare', 'oils']"
this purito seoul wonder releaf centella toner korean centella is lovely to use i really like the cooling effect this has on my face its a thick toner and i use it with a cotton pad to wipe over my face after washing it the scent is light and refreshing it makes my face feel very clean and soft  i havent noticed too much of a reduction of redness but it certainly feels better overall a good refreshing toner ,purito seoul wonder releaf centella toner korean centella lovely use really like cooling effect face thick toner use cotton pad wipe face washing scent light refreshing makes face feel clean soft havent noticed much reduction redness certainly feels better overall good refreshing toner,"['purito', 'seoul', 'wonder', 'releaf', 'centella', 'toner', 'korean', 'centella', 'lovely', 'use', 'really', 'like', 'cooling', 'effect', 'face', 'thick', 'toner', 'use', 'cotton', 'pad', 'wipe', 'face', 'washing', 'scent', 'light', 'refreshing', 'makes', 'face', 'feel', 'clean', 'soft', 'havent', 'noticed', 'much', 'reduction', 'redness', 'certainly', 'feels', 'better', 'overall', 'good', 'refreshing', 'toner']"
this is the thickest most unusual toner ive ever tried but its effective not only is the scent pleasant but it has a really soothing and brightening effect on my skin i had my doubts when i first squeezed some out but its already delivering some promising results ,thickest unusual toner ive ever tried effective not scent pleasant really soothing brightening effect skin doubts first squeezed already delivering promising results,"['thickest', 'unusual', 'toner', 'ive', 'ever', 'tried', 'effective', 'not', 'scent', 'pleasant', 'really', 'soothing', 'brightening', 'effect', 'skin', 'doubts', 'first', 'squeezed', 'already', 'delivering', 'promising', 'results']"
this is a thicker toner that is very hydrating and lightweight you need maybe one or two shakes to cover your whole face a little goes a long way i dont bother with cotton rounds i just use my hands and gently pat it in this toner is thick its closer to a serum in texture its very calming to my skin ,thicker toner hydrating lightweight need maybe one two shakes cover whole face little goes long way dont bother cotton rounds use hands gently pat toner thick closer serum texture calming skin,"['thicker', 'toner', 'hydrating', 'lightweight', 'need', 'maybe', 'one', 'two', 'shakes', 'cover', 'whole', 'face', 'little', 'goes', 'long', 'way', 'dont', 'bother', 'cotton', 'rounds', 'use', 'hands', 'gently', 'pat', 'toner', 'thick', 'closer', 'serum', 'texture', 'calming', 'skin']"
these toner sponges are a godsend for my facial routine they have the perfect texture soft but firm enough to apply the product without waste they absorb just enough and distribute the toner evenly on the skin plus they are reusable and easy to clean making them very practical and sustainable i will definitely be purchasing them again leaves my skin radiant,toner sponges godsend facial routine perfect texture soft firm enough apply product without waste absorb enough distribute toner evenly skin plus reusable easy clean making practical sustainable definitely purchasing leaves skin radiant,"['toner', 'sponges', 'godsend', 'facial', 'routine', 'perfect', 'texture', 'soft', 'firm', 'enough', 'apply', 'product', 'without', 'waste', 'absorb', 'enough', 'distribute', 'toner', 'evenly', 'skin', 'plus', 'reusable', 'easy', 'clean', 'making', 'practical', 'sustainable', 'definitely', 'purchasing', 'leaves', 'skin', 'radiant']"
they are big and packaging is on point ,big packaging point,"['big', 'packaging', 'point']"
after using this product longer i do like it even more and it does a great job managing new breakouts and controls the oil on your face it has a fresh clean scent once dry and i will definitely purchase again ,using product longer like even great job managing new breakouts controls oil face fresh clean scent dry definitely purchase,"['using', 'product', 'longer', 'like', 'even', 'great', 'job', 'managing', 'new', 'breakouts', 'controls', 'oil', 'face', 'fresh', 'clean', 'scent', 'dry', 'definitely', 'purchase']"
i love this toner makes my skin feel so great its perfect to use before bed i like how it has the pads inside already to go makes it convenient to use ,love toner makes skin feel great perfect use bed like pads inside already go makes convenient use,"['love', 'toner', 'makes', 'skin', 'feel', 'great', 'perfect', 'use', 'bed', 'like', 'pads', 'inside', 'already', 'go', 'makes', 'convenient', 'use']"
im 53 and these needly pads are the first step in my routine theyre big and juicy you can cut them in half and use it as a mask pack too thats the biggest reason why i appreciate their size because youre getting value theyre so saturated in toner that i can cut them in half and put them under my eyes for a mask pack and 20 minutes later they are still moist they have firming properties and do not dry sticky ,im 53 needly pads first step routine theyre big juicy cut half use mask pack thats biggest reason appreciate size youre getting value theyre saturated toner cut half put eyes mask pack 20 minutes later still moist firming properties not dry sticky,"['im', '53', 'needly', 'pads', 'first', 'step', 'routine', 'theyre', 'big', 'juicy', 'cut', 'half', 'use', 'mask', 'pack', 'thats', 'biggest', 'reason', 'appreciate', 'size', 'youre', 'getting', 'value', 'theyre', 'saturated', 'toner', 'cut', 'half', 'put', 'eyes', 'mask', 'pack', '20', 'minutes', 'later', 'still', 'moist', 'firming', 'properties', 'not', 'dry', 'sticky']"
these are so fantastic and i love them you can get a lot of mileage for your money since they are so big and juicy they are made in korea my only complaint is these must stay perfectly still on your counter or the jar will leak fantasic just not leakproof container,fantastic love get lot mileage money since big juicy made korea complaint must stay perfectly still counter jar leak fantasic not leakproof container,"['fantastic', 'love', 'get', 'lot', 'mileage', 'money', 'since', 'big', 'juicy', 'made', 'korea', 'complaint', 'must', 'stay', 'perfectly', 'still', 'counter', 'jar', 'leak', 'fantasic', 'not', 'leakproof', 'container']"
im happy to find a good toner that is completely unscented its very moisturizing and non irritating for my sensitive skin it has a unique smooth texture that feels a bit rich like a serum but it doesnt leave any sticky residue i noticed an decrease in redness on my cheeks after use worth the price ,im happy find good toner completely unscented moisturizing non irritating sensitive skin unique smooth texture feels bit rich like serum doesnt leave sticky residue noticed decrease redness cheeks use worth price,"['im', 'happy', 'find', 'good', 'toner', 'completely', 'unscented', 'moisturizing', 'non', 'irritating', 'sensitive', 'skin', 'unique', 'smooth', 'texture', 'feels', 'bit', 'rich', 'like', 'serum', 'doesnt', 'leave', 'sticky', 'residue', 'noticed', 'decrease', 'redness', 'cheeks', 'use', 'worth', 'price']"
purito seoul wonder releaf centella toner korean centella soothing hydration alchholefree facial toner for face kbeauty 200ml 676 flozthis is a fantastic tonerim a huge fan of kbeauty this is no exception id call this an essence rather than a toner its so great once your face is clean and exfoliated you should pour a little in your hand and pat it all over your skin leaving your skin wet then apply your serums directly onto the wet toner and skin this will create a delivery system to transport your serums deeper into the skin then apply your creams and sealantsi find this to be an extremely high quality toner at an excellent value it smells great it soothes the skin and delivers all other products beautifully and seamlesslyhighly recommend ,purito seoul wonder releaf centella toner korean centella soothing hydration alchholefree facial toner face kbeauty 200ml 676 flozthis fantastic tonerim huge fan kbeauty no exception id call essence rather toner great face clean exfoliated pour little hand pat skin leaving skin wet apply serums directly onto wet toner skin create delivery system transport serums deeper skin apply creams sealantsi find extremely high quality toner excellent value smells great soothes skin delivers products beautifully seamlesslyhighly recommend,"['purito', 'seoul', 'wonder', 'releaf', 'centella', 'toner', 'korean', 'centella', 'soothing', 'hydration', 'alchholefree', 'facial', 'toner', 'face', 'kbeauty', '200ml', '676', 'flozthis', 'fantastic', 'tonerim', 'huge', 'fan', 'kbeauty', 'no', 'exception', 'id', 'call', 'essence', 'rather', 'toner', 'great', 'face', 'clean', 'exfoliated', 'pour', 'little', 'hand', 'pat', 'skin', 'leaving', 'skin', 'wet', 'apply', 'serums', 'directly', 'onto', 'wet', 'toner', 'skin', 'create', 'delivery', 'system', 'transport', 'serums', 'deeper', 'skin', 'apply', 'creams', 'sealantsi', 'find', 'extremely', 'high', 'quality', 'toner', 'excellent', 'value', 'smells', 'great', 'soothes', 'skin', 'delivers', 'products', 'beautifully', 'seamlesslyhighly', 'recommend']"
i was very impressed with this toner i love to use a toner after cleansing to make sure i get every last bit of makeup and soap off my face before moisturizing this toner was super easy to use and smelled cleanfresh without being overly perfumed the bottle is stiff and is the kind where you have to kind of shake the bottle like its hot sauce or soy sauce onto your cotton pad that sounds weird but you cant squeeze the bottle and it doesnt come out very well when you just turn it upside down so gently shaking the liquid out works fine the formula is more like gel than any other toner ive tried it was a thicker consistency maybe thats why my face felt so moisturized after i used it no tightening at all my face is so much softer than normal i have not noticed any redness or irritation since using the product overall i am very happy with the performance and the feel of my skin after using the product for a few days my complexion is still clear this toner is a definite winner ,impressed toner love use toner cleansing make sure get every last bit makeup soap face moisturizing toner super easy use smelled cleanfresh without overly perfumed bottle stiff kind kind shake bottle like hot sauce soy sauce onto cotton pad sounds weird cant squeeze bottle doesnt come well turn upside gently shaking liquid works fine formula like gel toner ive tried thicker consistency maybe thats face felt moisturized used no tightening face much softer normal not noticed redness irritation since using product overall happy performance feel skin using product days complexion still clear toner definite winner,"['impressed', 'toner', 'love', 'use', 'toner', 'cleansing', 'make', 'sure', 'get', 'every', 'last', 'bit', 'makeup', 'soap', 'face', 'moisturizing', 'toner', 'super', 'easy', 'use', 'smelled', 'cleanfresh', 'without', 'overly', 'perfumed', 'bottle', 'stiff', 'kind', 'kind', 'shake', 'bottle', 'like', 'hot', 'sauce', 'soy', 'sauce', 'onto', 'cotton', 'pad', 'sounds', 'weird', 'cant', 'squeeze', 'bottle', 'doesnt', 'come', 'well', 'turn', 'upside', 'gently', 'shaking', 'liquid', 'works', 'fine', 'formula', 'like', 'gel', 'toner', 'ive', 'tried', 'thicker', 'consistency', 'maybe', 'thats', 'face', 'felt', 'moisturized', 'used', 'no', 'tightening', 'face', 'much', 'softer', 'normal', 'not', 'noticed', 'redness', 'irritation', 'since', 'using', 'product', 'overall', 'happy', 'performance', 'feel', 'skin', 'using', 'product', 'days', 'complexion', 'still', 'clear', 'toner', 'definite', 'winner']"
love purito products and korean skincare this one initially felt very soothing and refreshing unfortunately it has sodium hyaluronate an my face did not agree with it but for everyone else i think this with the ingredients are okay ,love purito products korean skincare one initially felt soothing refreshing unfortunately sodium hyaluronate face not agree everyone else think ingredients okay,"['love', 'purito', 'products', 'korean', 'skincare', 'one', 'initially', 'felt', 'soothing', 'refreshing', 'unfortunately', 'sodium', 'hyaluronate', 'face', 'not', 'agree', 'everyone', 'else', 'think', 'ingredients', 'okay']"
this centella toner is a holy grail for sensitive skin formulated with centella extract its incredibly soothing and gentle on the skin i love that its unscented perfect for those with fragrance sensitivities the 200ml size is generous ensuring longlasting use as a fan of kbeauty products i appreciate the quality and effectiveness of this toner it helps to calm irritation and redness leaving my skin feeling refreshed and balanced highly recommend this facial toner for anyone looking to incorporate gentle yet effective skincare into their routine ,centella toner holy grail sensitive skin formulated centella extract incredibly soothing gentle skin love unscented perfect fragrance sensitivities 200ml size generous ensuring longlasting use fan kbeauty products appreciate quality effectiveness toner helps calm irritation redness leaving skin feeling refreshed balanced highly recommend facial toner anyone looking incorporate gentle yet effective skincare routine,"['centella', 'toner', 'holy', 'grail', 'sensitive', 'skin', 'formulated', 'centella', 'extract', 'incredibly', 'soothing', 'gentle', 'skin', 'love', 'unscented', 'perfect', 'fragrance', 'sensitivities', '200ml', 'size', 'generous', 'ensuring', 'longlasting', 'use', 'fan', 'kbeauty', 'products', 'appreciate', 'quality', 'effectiveness', 'toner', 'helps', 'calm', 'irritation', 'redness', 'leaving', 'skin', 'feeling', 'refreshed', 'balanced', 'highly', 'recommend', 'facial', 'toner', 'anyone', 'looking', 'incorporate', 'gentle', 'yet', 'effective', 'skincare', 'routine']"
this purito seoul wonder releaf centella toner is very refreshing and gentle on my skin it definitely feels soothing and nonirritant to my sensitive skin i like that it makes my face feel soft and it also appears to make my skin tone look brighter   this toner absorbs nicely into my skin i just used my fingers and dabbed a little on then tapped it evenly onto my skin it feels nice and im very impressed with how well it works this product also works well with other skincare products of mine which is a plus   i think that the price is reasonable especially at its current price of around 1590 at least in my personal opinion id definitely order this again as it works great and feels great too  very gentle on my skin,purito seoul wonder releaf centella toner refreshing gentle skin definitely feels soothing nonirritant sensitive skin like makes face feel soft also appears make skin tone look brighter toner absorbs nicely skin used fingers dabbed little tapped evenly onto skin feels nice im impressed well works product also works well skincare products mine plus think price reasonable especially current price around 1590 least personal opinion id definitely order works great feels great gentle skin,"['purito', 'seoul', 'wonder', 'releaf', 'centella', 'toner', 'refreshing', 'gentle', 'skin', 'definitely', 'feels', 'soothing', 'nonirritant', 'sensitive', 'skin', 'like', 'makes', 'face', 'feel', 'soft', 'also', 'appears', 'make', 'skin', 'tone', 'look', 'brighter', 'toner', 'absorbs', 'nicely', 'skin', 'used', 'fingers', 'dabbed', 'little', 'tapped', 'evenly', 'onto', 'skin', 'feels', 'nice', 'im', 'impressed', 'well', 'works', 'product', 'also', 'works', 'well', 'skincare', 'products', 'mine', 'plus', 'think', 'price', 'reasonable', 'especially', 'current', 'price', 'around', '1590', 'least', 'personal', 'opinion', 'id', 'definitely', 'order', 'works', 'great', 'feels', 'great', 'gentle', 'skin']"
